N,P,K,humidity,ph,temperature,rainfall,label
18,24,10,51,6.6,23.7,53.2,wheat
39,51,18,74.8,6.66,24.4,109.5,maize
34,21,28,79.7,6.44,30.2,120.1,cotton
83,60,54,74.2,7.36,26.8,185.5,sugarcane
99,72,60,67.7,7.35,30.3,181.3,banana
45,31,33,67.8,5.65,25.8,110.1,mango
30,34,32,72.5,5.93,18.1,109.3,apple
69,26,26,54,6.62,27.5,88,orange
65,38,45,73,6.29,27,152.5,coconut
32,75,18,54.8,6.59,18.9,62.7,chickpea
33,58,20,55.1,5.61,20.9,81.8,kidneybeans
26,46,28,56.8,5.66,20,99.8,pigeonpeas
25,49,26,68.6,6.97,25.1,84.8,blackgram
26,47,22,65.6,6.54,29.6,92,mungbean
24,43,15,49,7.18,16,76.8,lentil
33,18,35,54.7,7.31,25,53.8,pomegranate
30,23,31,64.5,7.15,24.5,79.2,grapes
33,30,19,70.9,7.11,26.3,64.4,watermelon
28,15,15,60.6,6.54,28.2,51.4,muskmelon
92,22,52,74,5.72,18.8,151.4,coffee
71,31,31,81.2,7.08,24.5,203.6,jute
65,36,45,85,6.45,20.6,186.7,rice
16,19,12,61.8,6.56,16.4,37.4,wheat
34,67,18,61.5,6.6,24.8,116.7,maize
22,17,31,68.1,6.49,25.7,126.8,cotton
80,55,58,78.2,6.6,32.2,174.9,sugarcane
108,80,59,71.7,6.93,30.9,124.5,banana
41,26,39,63,6.14,34.8,134.8,mango
21,19,28,72.6,5.87,12.3,122.1,apple
54,39,20,52.9,6.29,23.4,101.6,orange
64,31,40,71.2,5.86,26.1,195.4,coconut
39,74,20,50.9,6.61,23.1,51.3,chickpea
29,57,28,63.9,6.14,16.7,72.5,kidneybeans
17,45,25,60.4,5.72,26.4,83.2,pigeonpeas
25,53,29,66.6,6.07,29.1,99.4,blackgram
15,45,20,62.4,6.46,27.2,71.6,mungbean
24,45,22,59.3,7.01,18.8,67.1,lentil
31,30,28,56.3,6.94,26.5,72,pomegranate
39,38,21,63.9,6.54,29.1,88.4,grapes
31,25,19,61.1,6.35,27.4,54.6,watermelon
21,28,23,68.5,6.58,22.1,93.9,muskmelon
81,38,50,85.8,5.97,18.4,234.9,coffee
86,45,39,71.8,7.12,28,188.3,jute
88,53,41,76,5.86,25.2,182.3,rice
25,25,17,57.3,6.63,16,67.4,wheat
27,53,24,70.2,6.79,22.7,84.5,maize
25,23,26,69.3,6.43,29.3,123.3,cotton
115,41,54,80.9,7.48,27,170.9,sugarcane
120,84,45,68.4,6.61,30.1,162.2,banana
46,31,22,69.7,5.56,34.6,115.2,mango
34,32,35,63.1,6.55,19.3,121.9,apple
68,32,32,57.1,6.57,21,132.3,orange
71,30,51,89.6,5.62,26.6,151.7,coconut
48,77,23,52.3,6.89,23,55.4,chickpea
26,56,24,61,6.39,21.6,75.7,kidneybeans
20,54,23,54.8,6.59,24.4,98,pigeonpeas
25,51,17,63,7.31,24.6,100.6,blackgram
18,55,23,73.5,6.63,30.3,101.9,mungbean
19,56,25,53,7.24,20.9,50.3,lentil
34,25,19,59.1,6.67,27.2,78.6,pomegranate
49,29,22,58,6.4,20.9,98.2,grapes
20,16,15,62.2,6.4,29.7,115.5,watermelon
30,30,21,56.4,6.51,26.7,90.9,muskmelon
97,24,60,83.2,6.19,23.7,186,coffee
67,45,42,87.2,6.02,28.2,157.4,jute
73,36,40,89.8,6.26,27,200.4,rice
11,16,14,58.4,6.47,20.9,68.8,wheat
31,61,16,61.9,6.25,25.1,104.9,maize
24,23,30,66.7,6.53,25,112.8,cotton
105,47,50,82.4,6.68,28.5,145,sugarcane
116,82,50,73,6.8,31,144.3,banana
33,40,26,56,5.6,30.6,73.8,mango
30,22,20,63.1,5.55,10.6,138.4,apple
52,28,37,65.2,7.05,22.5,116.2,orange
54,23,45,85.9,5.98,29.8,150.6,coconut
50,69,17,56.4,6.96,22,60,chickpea
22,67,20,57.4,6.63,18.5,84.1,kidneybeans
27,45,21,53.5,6.2,20.6,96.2,pigeonpeas
22,44,22,62.1,6.91,27.8,123.9,blackgram
32,41,29,67.8,6.2,31.9,106.2,mungbean
23,53,25,48.8,6.12,21.5,64.5,lentil
27,15,31,57.4,7.21,29.1,78.8,pomegranate
39,40,29,57.2,6.54,25,97.5,grapes
31,28,17,71.2,7.38,29.7,70.9,watermelon
32,30,29,53.8,7.45,31.8,54.1,muskmelon
68,28,57,79.2,5.27,20,219.9,coffee
75,34,35,87,6.4,27,171.7,jute
76,59,47,85.3,5.55,20.6,231.3,rice
11,17,10,60.8,7.16,18.5,66.8,wheat
27,52,29,72.5,5.99,24.2,87.1,maize
20,18,30,76.7,6.01,28.8,118.7,cotton
91,40,43,79.1,6.74,26.5,198.2,sugarcane
104,77,55,74,7.01,30.8,156,banana
43,33,38,69.9,6.37,31.6,99,mango
40,20,31,70,6.77,16.4,100.2,apple
66,40,40,65.7,6.29,28.2,124.1,orange
77,27,42,71.8,6.91,31.4,168.5,coconut
38,62,23,47.1,7.17,18,66.7,chickpea
20,53,24,58.5,5.91,19.2,71.4,kidneybeans
27,46,24,52.9,5.81,28.4,110.1,pigeonpeas
23,42,28,63.3,7.39,28.6,92.8,blackgram
27,38,26,68.7,6.67,30.5,98.1,mungbean
24,53,15,58.7,6.27,17.9,72,lentil
28,23,26,47.2,6.61,24.6,44.4,pomegranate
47,20,23,62.7,6.92,29.2,97.6,grapes
32,30,16,69.4,6.4,34.8,91.9,watermelon
34,16,15,52.4,6.67,32.8,65.3,muskmelon
64,20,44,72.2,5.48,18.5,211.2,coffee
63,31,42,85,6.85,29.5,200.7,jute
95,59,47,78,6.33,26.8,187.1,rice
20,25,20,63,6.1,15.9,61.8,wheat
21,70,23,71.8,6.27,22.4,95.1,maize
30,17,26,70.1,6.16,26.6,119.3,cotton
103,49,49,71,6.78,31,175.8,sugarcane
100,86,49,66.2,7.12,31.6,168.9,banana
24,32,28,54.3,7.26,27.7,80.7,mango
29,30,21,64.4,6.25,14.6,103.8,apple
43,23,30,63.6,7.09,22.4,107.8,orange
65,38,59,72.5,5.68,26.9,244.8,coconut
41,65,24,58.6,6.36,22.3,50.6,chickpea
29,54,25,56.9,5.81,17.1,83,kidneybeans
30,43,18,47.3,6.49,26.6,89.9,pigeonpeas
22,52,16,66.5,6.74,28.5,113.1,blackgram
33,37,20,68.4,6.72,24.3,95,mungbean
25,45,24,59.5,7.48,21.3,72.6,lentil
30,29,35,44.3,6.76,25.7,74.5,pomegranate
36,27,35,45.8,6.23,28.5,63.8,grapes
29,21,19,58.2,6.46,32.7,86.4,watermelon
37,30,30,57.5,6.2,33.9,65.8,muskmelon
86,26,43,73.4,6.37,20.3,193.5,coffee
83,33,36,88.9,6.59,28.4,161.9,jute
68,41,45,77.4,6.59,25.1,227.5,rice
29,13,11,56.1,6.86,16.5,58.2,wheat
21,60,20,65.3,6.48,29.8,118.1,maize
24,19,30,73.3,6.48,26.5,115.4,cotton
117,50,58,82.1,6.4,32.4,167.2,sugarcane
95,81,51,63.6,6.69,30.2,179.9,banana
27,36,23,61.8,6.53,27.4,78.3,mango
40,33,29,72.7,6.06,10.3,89.7,apple
65,38,34,68.7,7.09,23.4,137.2,orange
55,20,60,70.7,6.04,26.5,178.8,coconut
42,65,24,58.9,6.68,18.5,57.3,chickpea
15,57,20,57.6,6.78,18.9,95.1,kidneybeans
16,58,17,51.6,5.99,21.1,98.8,pigeonpeas
31,58,20,62.4,6.68,26.4,107,blackgram
27,50,21,65.3,6.33,29,117.3,mungbean
26,57,24,63.3,6.02,15.1,64,lentil
30,22,31,46.6,6.3,23.9,61.2,pomegranate
47,29,28,58.7,7.03,23.3,85.7,grapes
39,27,20,64.6,6.29,22.7,68.5,watermelon
21,16,24,53.1,7.39,25.9,48.3,muskmelon
72,24,47,74.5,5.32,24.1,235,coffee
90,46,32,83.5,6.71,34,232,jute
66,39,47,80.8,6.01,22.6,198.5,rice
29,22,13,53.8,7.45,24.4,31,wheat
38,63,24,72.3,6.25,23.5,93.6,maize
21,25,27,76,6.47,29.3,105.8,cotton
86,47,44,77.6,6.76,32.6,123.9,sugarcane
93,87,59,62.7,6.84,30.1,120,banana
31,25,30,50.2,5.67,28.7,111.6,mango
40,23,20,72.2,5.8,19.4,89.3,apple
62,29,39,57.4,6.56,23.9,104.6,orange
70,22,51,77.7,5.78,25.3,191.2,coconut
43,79,22,58.8,7.2,27.3,66.2,chickpea
18,54,30,55.9,6.19,24.5,73.9,kidneybeans
17,51,19,60.8,5.74,26.9,116.8,pigeonpeas
35,40,21,66.2,6.51,24.8,102.1,blackgram
28,38,19,73,6.63,28.4,93.6,mungbean
18,56,25,49.6,6.83,18.5,68.3,lentil
21,26,33,45,6.64,31.4,62.4,pomegranate
49,34,31,51.2,7.2,20.2,56.7,grapes
40,29,30,69.6,6.43,31.2,86.6,watermelon
28,27,23,59.1,6.13,24.2,42.6,muskmelon
70,38,57,85.7,5.59,22.6,156.8,coffee
89,31,34,71.5,7.41,26.4,179.4,jute
63,52,36,77.5,5.92,22.5,203.7,rice
28,14,20,58.1,7.01,20.6,41.7,wheat
39,55,28,73.7,6.17,26.5,108.7,maize
29,19,34,73.6,6.22,30.7,140.3,cotton
99,46,60,74.8,7.5,27.3,159.4,sugarcane
115,81,53,64.3,6.85,31.2,123,banana
48,31,29,61.2,7.29,30.2,131.8,mango
21,35,22,63.8,6.72,15.7,99,apple
44,23,31,52.4,7.35,18.7,133.7,orange
78,38,60,85,5.94,30.1,248.5,coconut
33,77,21,51.1,6.36,22,66.4,chickpea
32,64,25,55.6,5.88,24.6,82.4,kidneybeans
19,57,26,47.3,6.59,30.5,72.4,pigeonpeas
30,44,20,61.6,6.68,29.5,75,blackgram
28,35,24,70,7.19,27.9,106.5,mungbean
26,53,25,46,6.89,19.5,48.8,lentil
27,22,32,59,6.66,25.3,70.2,pomegranate
31,23,21,45.8,7.46,20.3,79.9,grapes
23,23,30,63.5,7.08,22,108.2,watermelon
23,20,27,52.6,7.48,26.5,49.9,muskmelon
95,30,54,82.4,5.54,19.7,248.8,coffee
61,31,49,76.8,6.68,33.6,228.7,jute
64,38,44,83.5,6.45,25,188.9,rice
19,20,12,53.1,6.48,21.6,44.3,wheat
36,51,21,61.6,6.09,22.2,86.8,maize
28,23,28,73.3,6.12,27.2,113.6,cotton
96,50,56,72.9,7.33,27.3,181.7,sugarcane
109,74,46,61.4,6.85,30.9,175.7,banana
22,24,21,52.4,6.77,25.8,90.8,mango
23,29,25,64.4,5.58,13.4,136.3,apple
57,39,22,58.3,6.8,24.6,94.3,orange
67,39,48,89.5,5.93,25.8,196.5,coconut
44,71,20,49.9,7.09,23.6,58.9,chickpea
24,59,22,54.9,6.56,24.7,91.5,kidneybeans
29,60,16,58.8,5.53,31.1,117.2,pigeonpeas
31,51,27,72,6.9,24.2,90.4,blackgram
26,43,20,58,6.84,28.1,101.5,mungbean
26,46,24,58.8,7.03,20.2,45.2,lentil
39,15,26,42.4,7.06,25.1,79.9,pomegranate
36,33,30,53.6,6.18,22,83.7,grapes
32,22,15,56.6,6.99,32.8,107.9,watermelon
28,23,26,58,6.96,32,52.9,muskmelon
81,29,50,79.5,5.61,24.6,241.2,coffee
60,40,41,87.5,6.57,24.2,161.2,jute
62,56,35,89.6,6.12,24.6,196,rice
27,19,15,57.4,6.89,20.3,42.5,wheat
33,70,30,67.3,6.45,26.3,103.2,maize
28,25,34,75.1,6.1,25.5,138.6,cotton
100,51,43,79.3,6.83,26,141.2,sugarcane
100,74,60,70.5,7.22,27,148.2,banana
22,22,37,62.9,5.66,33.2,106.1,mango
28,34,25,73.7,6.56,19.4,149.2,apple
48,36,34,56.1,6.05,24.7,130.2,orange
61,35,42,73.2,6.27,25.7,173,coconut
42,67,16,50.4,6.85,22.9,69,chickpea
29,54,18,64.5,5.84,22.1,84.9,kidneybeans
23,46,30,55.9,6.77,28.7,79.8,pigeonpeas
15,48,30,78.5,7.47,30.4,102.5,blackgram
27,41,16,68.5,6.62,30.6,74.8,mungbean
25,58,17,47.4,7.05,18.4,66.5,lentil
23,16,22,59.7,6.3,23.4,79.4,pomegranate
32,34,20,63.4,6.92,22.9,73.1,grapes
24,25,19,65.9,6.83,29.9,85.7,watermelon
39,15,24,54.1,7.03,29.2,60.3,muskmelon
74,29,53,76.3,5.08,19.4,238.3,coffee
69,39,41,83.1,6.32,28.5,228.8,jute
83,48,49,86.6,6.08,25.6,203.7,rice
16,21,12,63.1,6.14,24.4,48.4,wheat
27,58,22,74.4,5.86,24.4,86.1,maize
25,18,28,67.1,6.11,29.3,117.3,cotton
97,46,45,80.7,7.05,27.5,124,sugarcane
94,79,48,66.9,7.03,25,156.8,banana
22,37,26,56.3,6.42,26.1,142.1,mango
39,18,27,68.1,6.42,17.4,114.7,apple
65,40,32,69.7,7.37,23.5,135.7,orange
51,40,46,82.7,6.44,29.7,243.6,coconut
39,79,16,58.1,6.76,21.4,75.5,chickpea
33,57,22,60.9,6.64,20.4,115.4,kidneybeans
17,58,20,54.6,6.64,31.9,95,pigeonpeas
26,50,19,79.6,6.16,26.1,71.9,blackgram
26,52,18,63.7,6.46,26,83.6,mungbean
24,60,17,45.8,6.3,24.9,40.5,lentil
38,29,27,48,7.29,28.9,75.9,pomegranate
47,28,35,60.5,6.14,24.3,93,grapes
29,29,29,67.3,6.32,28.1,83.2,watermelon
33,18,25,61.8,7.1,27,89.2,muskmelon
88,21,59,81.2,6.14,18.4,232.1,coffee
73,33,45,75.9,6.27,26.8,199.2,jute
90,37,45,79.4,6.47,22.1,190.5,rice
11,19,10,55,6.88,16.7,52.4,wheat
40,56,24,64.8,6.61,23,95.5,maize
22,25,35,78,6.61,26.4,139.1,cotton
108,57,57,70.3,6.33,25.5,180.7,sugarcane
94,73,54,69.7,6.71,30.2,132.2,banana
23,37,37,62.9,6.02,29.3,105.2,mango
20,27,20,64.5,6.2,18.6,144.2,apple
65,24,32,67.1,6.35,29,118.7,orange
65,30,42,78.3,6.75,29.8,224.2,coconut
35,69,24,52.1,6.97,22.4,71.1,chickpea
30,54,27,57.5,6.45,16.5,116.5,kidneybeans
20,49,16,48.4,5.6,25.8,116.6,pigeonpeas
25,57,27,65.9,7.31,24.6,116.7,blackgram
19,39,26,74.5,7.15,29.3,103.2,mungbean
18,50,20,47.8,6.1,18.4,46.8,lentil
34,23,30,48.7,6.14,29.4,40,pomegranate
40,28,32,48.4,6.25,27.9,89.9,grapes
39,22,26,61.8,6.53,29.7,99.2,watermelon
31,27,17,65.8,6.55,31.9,50.1,muskmelon
69,20,50,88.5,5.48,24.8,163.1,coffee
77,35,44,70.6,6.88,26.2,179.7,jute
92,52,37,79.3,6.73,22.5,241,rice
23,21,19,60.5,6.19,16.5,58.6,wheat
38,69,24,67.4,6.11,26.4,116.9,maize
23,21,30,66.6,6.86,27.7,113.7,cotton
106,53,52,84,6.63,31.5,186.3,sugarcane
99,76,52,69.2,6.85,27.7,195.4,banana
46,21,22,51.4,6.88,27.6,107.7,mango
36,26,28,74,6.43,18.3,83.4,apple
45,27,22,55.8,7.03,27.6,94.1,orange
77,32,45,71.5,5.98,30.6,212.6,coconut
48,69,18,51.8,6.99,19.7,50.9,chickpea
18,60,18,60.7,5.88,17.3,97.8,kidneybeans
27,42,15,57,6.4,25.2,85.9,pigeonpeas
33,58,17,80,6.49,27.4,98.2,blackgram
16,39,17,71.2,6.77,24.7,85.6,mungbean
15,46,23,55.9,7.17,20,51.2,lentil
31,26,15,57.4,6.73,22.6,47.8,pomegranate
33,31,21,46.7,6.2,20.6,75.3,grapes
40,30,30,70.1,7.09,31.1,98.5,watermelon
26,24,27,68.7,7.5,22.9,74.6,muskmelon
64,28,57,83.3,6.17,22.4,210.9,coffee
71,41,37,83,6.1,27.5,220.2,jute
89,42,37,80.9,6.11,27.9,213.4,rice
14,15,15,57,6.76,20,44.2,wheat
37,62,24,62.7,5.85,26.5,118,maize
31,22,35,70.3,6.49,30,146.8,cotton
97,55,45,80.9,6.61,32.1,147.2,sugarcane
95,87,47,66.8,7,28.8,199.8,banana
27,25,25,68.8,5.59,27.5,124.5,mango
31,17,34,72.3,5.65,17,128,apple
61,24,38,56.4,7.01,26.8,88.5,orange
54,20,50,75.7,5.73,31,171.8,coconut
45,75,22,55.6,6.29,18.6,63.3,chickpea
22,60,16,56.1,5.81,23,62.8,kidneybeans
25,48,15,55.5,6.29,20.8,64.4,pigeonpeas
23,58,15,62,6.28,27.3,128.2,blackgram
34,48,21,60.4,6.67,30.7,119.4,mungbean
23,44,24,49.8,7,22.3,40.1,lentil
27,18,32,53.6,6.51,30.9,62.7,pomegranate
37,37,31,62,7.01,22.6,84.8,grapes
39,23,25,68.3,6.89,30,108,watermelon
37,16,29,55.7,6.78,22.2,63.1,muskmelon
60,21,47,78.8,6.4,18.5,237.3,coffee
73,33,38,78.8,6.8,24.3,192.3,jute
78,56,48,76.8,6.76,26.6,231.2,rice
10,18,16,53.2,6.4,16,47.6,wheat
32,64,30,74.1,5.98,23.3,87.8,maize
27,20,33,74.9,6.46,27.7,148,cotton
117,58,48,80.5,7.28,29,142.4,sugarcane
92,78,52,68.6,6.69,26.9,136.1,banana
24,32,28,69.2,5.67,28.7,100.6,mango
35,35,27,72.3,5.72,10.5,82.9,apple
51,30,34,59.2,6.73,28,123.5,orange
65,39,58,76.9,6.35,28.6,195.5,coconut
37,61,24,51.1,7.12,27.1,64.1,chickpea
22,68,25,61.5,6.45,15.5,68.8,kidneybeans
16,41,30,63.6,6.19,29.6,60.1,pigeonpeas
15,60,16,70.6,7.24,27.9,89.6,blackgram
32,55,30,66.4,6.77,32.6,67.2,mungbean
16,47,23,59.1,7.35,17.8,65.6,lentil
32,17,25,46.2,6.13,24.1,63.5,pomegranate
47,24,35,59.4,7.33,28.1,91.6,grapes
35,23,30,60,6.17,30.2,83.3,watermelon
38,20,16,59.6,6.01,30.8,94.6,muskmelon
85,25,51,82.7,5.98,20.2,156,coffee
69,42,48,84.1,7.19,27.6,203.4,jute
81,45,41,88,6.74,20.9,185.8,rice
24,13,15,54.2,6.4,24.5,60.7,wheat
36,69,25,66,5.95,29,115.9,maize
21,16,26,78.5,6.5,31.3,101.4,cotton
96,53,54,78.7,7.4,30.5,173.3,sugarcane
102,74,55,63.1,7.17,29.8,131.3,banana
21,30,28,62.5,6.75,28.1,116.9,mango
32,28,28,69.9,6.65,13.9,100.2,apple
56,35,36,54.8,6.7,22.5,111.3,orange
68,40,53,80.9,6.61,28.1,210.3,coconut
47,67,15,54.9,6.83,19.7,65.6,chickpea
34,56,15,50.4,5.79,15.3,99.5,kidneybeans
18,43,30,53.9,5.56,31.3,68.3,pigeonpeas
29,57,27,78.7,7.43,25.1,109.8,blackgram
20,52,28,64.4,7.05,26.1,102.8,mungbean
22,50,25,46.9,6.19,15.6,75.4,lentil
34,34,23,42.3,6.11,25.8,79.5,pomegranate
42,31,25,61.5,7.42,25.7,57.3,grapes
25,15,26,70.1,7.02,25,119.1,watermelon
36,28,26,58,6.33,24.1,42.2,muskmelon
70,37,58,79.6,5.49,21.1,228.8,coffee
77,49,37,83.7,7.16,33.2,229,jute
94,47,43,88.4,6.67,25.1,180.6,rice
23,21,11,58.9,7.12,21.3,40.3,wheat
31,69,27,64.7,6.45,29.8,92.1,maize
31,15,32,72.1,6.84,27.4,110.9,cotton
115,43,43,74.7,7.16,31,144.1,sugarcane
100,85,56,60.7,6.64,29.4,150,banana
22,23,39,67.4,6.37,30.3,147.2,mango
27,16,22,62.4,6.39,15.3,129.4,apple
66,28,20,58,6.36,22.6,93.2,orange
64,39,41,83.2,5.8,29.9,194.2,coconut
40,76,19,47.2,6.67,26.9,78.5,chickpea
30,54,15,59.7,5.82,23.5,104.3,kidneybeans
19,52,30,63.8,6.35,22.9,86.2,pigeonpeas
32,55,15,74.4,6.59,24.8,122.7,blackgram
30,40,23,72.7,6.17,33.1,94.9,mungbean
18,59,16,50.5,7.44,19.4,52.8,lentil
38,22,30,56.9,6.02,25.2,51.2,pomegranate
39,20,31,48,6.17,27.7,77.2,grapes
26,23,19,70.2,7.12,27.4,107.2,watermelon
28,23,17,58.9,6.58,28.9,64.5,muskmelon
76,40,40,78.2,5.27,25.1,230.3,coffee
80,35,45,82.2,6.97,32.8,211.4,jute
62,42,44,78.7,5.97,22,229.8,rice
16,24,19,57.6,6.07,23.7,68.2,wheat
30,56,27,60.5,6.38,23.1,93.5,maize
35,17,35,77.1,6.8,27.2,149.1,cotton
108,53,40,84.3,6.06,25.2,210.9,sugarcane
102,83,59,67.5,7.23,28.9,171.7,banana
24,25,27,52.3,5.95,33.4,146,mango
36,26,33,72.8,5.58,14,147.4,apple
53,20,30,51.7,7.35,29.3,132.1,orange
55,20,56,73.8,5.52,27.3,181.1,coconut
46,69,23,53.2,7.08,24,56.3,chickpea
25,54,21,58.7,5.73,18.2,62.9,kidneybeans
18,53,25,49.4,6.83,28,100,pigeonpeas
20,60,29,66.2,6.78,24.7,105.2,blackgram
20,35,29,71.4,6.61,31,107.5,mungbean
21,60,23,52.1,7.46,22,56.2,lentil
26,26,32,51.3,7.19,26.4,69.1,pomegranate
30,23,24,49.4,6.31,24,94,grapes
36,20,16,69.1,7.41,34.6,68.4,watermelon
29,24,26,58.9,7.48,33.6,51,muskmelon
86,31,57,76.7,5.61,22.5,155,coffee
89,41,48,72.8,7.11,25.8,179.1,jute
78,35,46,76.7,6.6,24.1,217.2,rice
26,18,15,50.9,6.99,21,44.8,wheat
24,64,23,64.2,6.8,25.3,103.8,maize
20,24,25,73.9,6.19,25.5,113.5,cotton
99,43,40,79.6,6.72,33.4,126.1,sugarcane
98,73,60,64.3,6.56,31.9,128.4,banana
37,35,31,59,7.2,30.8,99.6,mango
39,23,31,72.9,5.99,15.7,110.7,apple
62,35,26,68.7,6.04,23,105.3,orange
74,38,51,82.3,6.81,30.9,208.9,coconut
48,68,20,52.7,6.32,27,63.4,chickpea
33,58,19,53.6,5.69,17.1,61.1,kidneybeans
35,41,18,48.2,6.97,25.8,97.9,pigeonpeas
33,42,27,62,7.46,30.6,100.3,blackgram
20,45,23,62.7,6.51,25.2,98.8,mungbean
29,41,25,60,6.26,19.3,56.1,lentil
27,26,26,59.7,7.03,31.8,65.5,pomegranate
42,34,28,52.2,6.71,25.8,77.4,grapes
33,20,21,56.2,6.94,34.4,81.4,watermelon
39,21,15,51.9,7.42,32.5,68.5,muskmelon
80,37,40,76.9,5.93,20.4,219.6,coffee
76,40,50,71,7.07,25.2,232.9,jute
88,44,45,83.7,6.17,26.9,189.6,rice
22,25,13,52.9,6.18,22,65.5,wheat
32,55,15,64.3,5.9,23.5,116.7,maize
22,25,31,68.6,6.61,30.2,130,cotton
111,55,45,76,6.35,32,174.7,sugarcane
103,83,49,60.8,7.22,27.9,136.9,banana
42,22,35,64.7,6.37,29.1,101.8,mango
39,28,20,61.6,6.6,13.8,143,apple
43,34,37,69.1,7.43,20.6,106.2,orange
52,31,58,75.9,5.5,28.3,221.3,coconut
33,75,22,55.2,7.1,19,64.4,chickpea
21,52,28,55.2,6.14,21.3,106.9,kidneybeans
20,49,21,60.2,6.68,26.2,117.2,pigeonpeas
21,58,21,66.7,6.21,30,101,blackgram
20,37,22,70.4,6.18,26.9,89.5,mungbean
27,42,20,47.8,7.37,16.6,59.7,lentil
28,28,27,46.9,6.72,31.7,77.7,pomegranate
44,28,36,49.3,6.7,29.5,50.7,grapes
27,17,30,70.6,6.58,23.6,82.9,watermelon
36,21,23,61.5,7.15,32.9,74.3,muskmelon
68,24,57,78.4,5.87,18.3,152.9,coffee
89,33,39,75,6.08,28.6,209.2,jute
100,36,47,80.1,5.79,26,190.1,rice
14,21,10,55.2,7.08,20.7,52.5,wheat
31,55,30,69.1,6.48,26.5,114.9,maize
28,23,31,74.5,6.61,28.3,122.4,cotton
96,41,45,80,6.92,27.8,122.8,sugarcane
98,81,55,61.2,6.56,26.5,191.6,banana
46,33,32,54.1,7.31,32.3,121.2,mango
30,20,21,70.1,5.98,14,83.9,apple
60,29,29,54.2,6.26,26.7,81.3,orange
61,39,44,73.3,6.09,28.5,184.2,coconut
33,64,17,58.6,6.99,22.9,59.5,chickpea
24,66,15,62.2,6.63,23.5,82,kidneybeans
30,47,15,61.6,6.15,22,109.7,pigeonpeas
30,59,18,75.8,7.5,30.6,73.2,blackgram
25,52,24,61.5,6.75,33,68.3,mungbean
28,40,16,57.8,6.95,18.9,66.1,lentil
37,23,17,54.7,7.17,24.2,65.2,pomegranate
31,22,29,51.7,6.75,27.9,99.8,grapes
37,22,20,60.3,7.24,34.1,72.3,watermelon
39,24,20,51,6.78,23.9,88.7,muskmelon
66,23,40,80.1,6.01,25.1,210.2,coffee
65,40,42,86,6.39,33.3,182.5,jute
94,46,35,84.8,5.9,21,231.3,rice
30,18,13,57.3,7.4,15.2,66.8,wheat
34,65,30,72.2,6.59,24.6,88.4,maize
31,20,31,67.8,6.46,26,132.1,cotton
81,56,46,73.5,6.51,30.3,210.1,sugarcane
108,80,56,70.4,7.04,31.9,172.3,banana
49,26,28,56.8,6.08,25.9,123.2,mango
37,19,31,60.5,6.77,17.7,98.9,apple
43,38,25,55.4,7.26,27.3,123.4,orange
78,22,40,83.8,6.86,26.3,238.4,coconut
38,72,15,57.1,6.84,26.4,70.3,chickpea
23,69,26,50.9,6.14,21.3,115.9,kidneybeans
30,59,24,54.4,6.6,20.6,113.9,pigeonpeas
18,46,20,69.5,7.39,31.1,98.5,blackgram
17,41,25,60.1,6.18,26.2,104.1,mungbean
21,58,24,58.4,6.1,18.3,53.1,lentil
40,32,35,58.7,6.84,25.4,62.4,pomegranate
36,26,38,59.2,7.35,26.8,90.2,grapes
29,15,17,68.7,7.03,24.7,111.7,watermelon
32,20,27,61.9,7.49,22,59.4,muskmelon
89,26,47,88.6,6.23,18.8,205.9,coffee
81,33,35,81.7,6.47,32,205.7,jute
64,52,48,79.6,5.77,27.2,223.7,rice
12,24,18,57,7.46,24.2,40.1,wheat
26,64,27,70.9,6.76,23,109.5,maize
23,16,30,67.6,6.45,27.1,121.6,cotton
86,43,53,82.9,7.13,26.7,217.2,sugarcane
108,85,51,60.5,6.7,28.7,150.1,banana
36,40,33,63.9,7.11,34.2,82.4,mango
24,34,27,64.3,6.56,10.6,149.4,apple
65,24,29,64.3,6.99,27.4,123.8,orange
57,23,46,75.1,5.81,30.3,167.7,coconut
48,62,25,48,7.03,27.8,56.9,chickpea
22,60,27,50.4,6.16,21.6,110.9,kidneybeans
30,58,28,62.5,6.85,20.6,97.2,pigeonpeas
18,45,23,77.5,7.42,29.7,116.5,blackgram
22,36,21,65.9,6.06,33.4,79.8,mungbean
20,46,23,54.4,7.42,18.7,63.1,lentil
31,27,24,58.5,6.79,23.2,60.8,pomegranate
42,30,30,52,6.57,24.4,53,grapes
37,17,15,66.7,6.89,22.6,114,watermelon
36,26,29,55.4,6.38,29.4,85.6,muskmelon
86,39,47,77,6.43,23.5,159.6,coffee
73,32,45,77.2,6.17,28.2,181.9,jute
62,37,35,84.6,6.41,25,244.9,rice
23,24,16,56.4,7.04,20.8,67.8,wheat
38,64,22,74.3,5.98,27.2,101.7,maize
20,24,26,74.7,6.54,31.9,130.1,cotton
94,58,43,71.7,7.45,30.6,152.6,sugarcane
95,84,49,61.2,7.08,29.1,152.2,banana
25,26,39,60.7,6.59,31.8,133.1,mango
20,16,23,60.8,6.27,10.1,143.9,apple
68,36,33,51.8,7.28,22.9,87.2,orange
71,31,42,77.5,5.82,26.2,216.7,coconut
47,66,16,46.1,6.51,22.1,59.2,chickpea
33,66,16,57.7,6.67,17.6,90.5,kidneybeans
19,47,29,48.2,6.92,31.6,91.6,pigeonpeas
23,53,18,69.9,6.06,30.7,109.1,blackgram
